id,user_id,session_id,archetype_id,archetype_name_th,archetype_name_en,score_o,score_c,score_e,score_a,score_n,quadrant_primary,quadrant_secondary,confidence_o,confidence_e,via_dominant,via_scores,jungian_type,jungian_scores,pdcr_fire,pdcr_wind,pdcr_water,pdcr_earth,pdcr_dominant,indian_dosha,compat_top3,compat_hardest,bright_flag,bright_type,confidence_score,confidence_level,confidence_details,created_at,energy_id,energy_name,energy_keywords
76078f86-0e1a-4986-b406-17374e8533a5,DEM-BFAZFEGAEFGGANONA,32b9e733-c723-46c3-ade8-c69f29a920c0,Y_J-Q2-FP,นักเล่าเรื่องความเท่าเทียม,The Equity Storyteller,3.2,3.6,2,3.4,3.2,Q2,Q4,0.67,1,J,"{""C"": 13.5, ""H"": 9.5, ""J"": 14, ""T"": 7.5, ""W"": 0, ""Tr"": 12}",FP,"{""F"": 1.8, ""J"": 0.5, ""P"": 1.9, ""T"": 0.8}",0,4,2,6,E,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-FP"", ""score"": 0.46, ""name_en"": ""The Awakened Dreamer"", ""name_th"": ""นักฝันผู้ตื่นรู้"", ""image_url"": ""https://drive.google.com/thumbnail?id=1IsqN4JRxiELXawLcUttl8CM7l-0r5en3&sz=w800""}, {""id"": ""Y_C-Q2-FP"", ""score"": 0.46, ""name_en"": ""The Heartstrong Fighter"", ""name_th"": ""นักสู้หัวใจแกร่ง"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Y2uBeQNrbd4mZP4VNQV7Nd-Yu2ectFPJ&sz=w800""}, {""id"": ""Y_H-Q2-FP"", ""score"": 0.46, ""name_en"": ""The Spirit Feeler"", ""name_th"": ""ผู้สัมผัสแห่งจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1XO1VQS2aGCnHXlT4-xEHS2p8CsmIFqPU&sz=w800""}]","{""id"": ""Y_Tr-Q3-TJ"", ""score"": 0.15, ""name_en"": ""The Spirit Connector"", ""name_th"": ""ผู้เชื่อมจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1yfhlddWLEnGYWmpDCLSdgXr_yxRIK4fV&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-18 13:11:08.43207+00,86,❤️ ผู้ดูแลผู้ทรงอิทธิพล (The Influential Caregiver),"ดูแล, ทรงอิทธิพล, ความสัมพันธ์, เป็นที่พึ่ง, กังวล, แบกภาระ"
7e6da21c-e145-415b-a4f1-9e5cd89eac61,DEM-ZZIHZZBBCFGGANONA,c32d2c89-cb98-4a93-be02-735054d5705b,Y_H-Q2-TP,ผู้รับฟังแห่งจิตวิญญาณ,The Soul Listener,4.3,3.3,2.8,2.6,2.8,Q2,Q1,1,0.67,H,"{""C"": 6, ""H"": 16, ""J"": 3.5, ""T"": 13, ""W"": 6.5, ""Tr"": 4.5}",TP,"{""F"": 1.3, ""J"": 0.9, ""P"": 1.1, ""T"": 1.4}",2,3,5,2,A,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-TP"", ""score"": 0.44, ""name_en"": ""The Idea Experimenter"", ""name_th"": ""นักทดลองไอเดีย"", ""image_url"": ""https://drive.google.com/thumbnail?id=1mlXpt7r24Axh_0bUbuSPRL6rl06W1sy-&sz=w800""}, {""id"": ""Y_C-Q2-TP"", ""score"": 0.44, ""name_en"": ""The Limit Tester"", ""name_th"": ""นักทดสอบขีดจำกัด"", ""image_url"": ""https://drive.google.com/thumbnail?id=1j-rZwH1yZphDy3DNToFHKHzB45_zJUKk&sz=w800""}, {""id"": ""Y_J-Q2-TP"", ""score"": 0.44, ""name_en"": ""The System Questioner"", ""name_th"": ""ผู้ตั้งคำถามต่อระบบ"", ""image_url"": ""https://drive.google.com/thumbnail?id=140OH6LfslALCRZKHjvClc-nfoWsPHLOj&sz=w800""}]","{""id"": ""Y_Tr-Q3-FJ"", ""score"": 0.15, ""name_en"": ""The Beauty Unifier"", ""name_th"": ""ผู้รวมใจด้วยศาสตร์แห่งศิลป์"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jwTW9nt2AqsWHptwjCRhlm0GGTOZhY3T&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-16 06:54:25.842848+00,,,
82f64974-1beb-4255-b9a8-7a4e67ad2913,DEM-AEIEDAIFBFGGANONA,e6dadef2-cc10-48cc-a1ef-ed99675adc32,Y_H-Q3-FP,เพื่อนผู้โอบอ้อม,The Warm Companion,2.9,3.4,3.1,3.4,2.4,Q3,Q4,0.33,0.33,H,"{""C"": 4.5, ""H"": 15, ""J"": 8, ""T"": 13, ""W"": 10.5, ""Tr"": 0}",FP,"{""F"": 2.3, ""J"": 0.9, ""P"": 1.2999999999999998, ""T"": 0.4}",3,3,4,2,A,Pitta (ปิตตะ - ไฟ),"[{""id"": ""Y_C-Q3-FP"", ""score"": 0.48, ""name_en"": ""The Brave Wanderer"", ""name_th"": ""นักเดินทางแห่งความกล้า"", ""image_url"": ""https://drive.google.com/thumbnail?id=1h4p6joMD4QT6z3ndyv-64C_I1-oGohZn&sz=w800""}, {""id"": ""Y_T-Q3-FP"", ""score"": 0.48, ""name_en"": ""The Bounded Friend"", ""name_th"": ""เพื่อนผู้รู้ขอบเขต"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Y8mfvADCGDJnL4A0-HWwTU4vzoh81cds&sz=w800""}, {""id"": ""Y_W-Q4-FP"", ""score"": 0.48, ""name_en"": ""The Grounded Dreamer"", ""name_th"": ""ผู้ฝันบนรากฐาน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1gLj8lTAtzS0HZ8mJmPce9KvlYVkGjVup&sz=w800""}]","{""id"": ""Y_T-Q1-TJ"", ""score"": 0.15, ""name_en"": ""The Arena Referee"", ""name_th"": ""กรรมการสนาม"", ""image_url"": ""https://drive.google.com/thumbnail?id=1YE62YuG_kkSewaa-R15r2-mFTBkvurKS&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-15 16:08:02.780217+00,,,
84dc4a54-0363-40c9-9a86-4dcdd3eea902,DEM-EHZGBHBFEFGGANONA,a861eb32-edc3-4c56-bb4c-b0260821e9ff,Y_C-Q2-FJ,นักเล่าเรื่องแห่งความกล้า,The Courage Storyteller,3.6,3.2,2.4,2.9,2.4,Q2,,1,1,C,"{""C"": 13.5, ""H"": 12.5, ""J"": 4.5, ""T"": 9, ""W"": 6.5, ""Tr"": 3.5}",FJ,"{""F"": 1.5, ""J"": 1.8, ""P"": 0.4, ""T"": 1.3}",2,7,0,3,W,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-FJ"", ""score"": 0.5, ""name_en"": ""The Understanding Guardian"", ""name_th"": ""ผู้พิทักษ์ผู้หยั่งรู้"", ""image_url"": ""https://drive.google.com/thumbnail?id=1R91AcSvwr5u2PWcPXqdUCZfmSkb9kcVQ&sz=w800""}, {""id"": ""Y_H-Q2-FJ"", ""score"": 0.5, ""name_en"": ""The Gentle Mentor"", ""name_th"": ""พี่เลี้ยงผู้อ่อนโยน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1fShOaENUWsuBE6pTaU9W_Ql-mDi0-QSJ&sz=w800""}, {""id"": ""Y_J-Q2-FJ"", ""score"": 0.5, ""name_en"": ""The Gentle Ethicist"", ""name_th"": ""นักจริยธรรมผู้อ่อนโยน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1KChXgg87asDKM4-_E3QZJ1Q9VEw04mUK&sz=w800""}]","{""id"": ""Y_Tr-Q3-TP"", ""score"": 0.15, ""name_en"": ""The Spirit Player"", ""name_th"": ""ผู้เล่นที่มีสปิริต"", ""image_url"": ""https://drive.google.com/thumbnail?id=17mpBIuh_kIK8HR8UJhKAvWw7xdrst_ok&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-19 01:52:37.986794+00,1,🎖️ วีรบุรุษผู้ถูกลืม (The Unsung Hero),"ความเป็นผู้นำ, ผลงาน, การไม่ยอมรับ, ความมั่นใจ, การต่อสู้, ความยุติธรรม, ความขัดแย้ง"
8eecc946-7eaa-499c-9e40-9f230c068669,DEM-EDDFHAZBCFGGANONA,e0675e65-ca72-418c-a69a-1c6756cc836a,Y_T-Q4-FP,ผู้ชมสวนแห่งสมดุล,The Still Gardener,2.5,3.1,2.2,3.1,2.9,Q4,,1,1,T,"{""C"": 1.5, ""H"": 12.5, ""J"": 0, ""T"": 18.5, ""W"": 6, ""Tr"": 7.5}",FP,"{""F"": 1.2, ""J"": 0.5, ""P"": 1.8, ""T"": 0.4}",4,6,1,1,W,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q4-FP"", ""score"": 0.56, ""name_en"": ""The Grounded Dreamer"", ""name_th"": ""ผู้ฝันบนรากฐาน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1gLj8lTAtzS0HZ8mJmPce9KvlYVkGjVup&sz=w800""}, {""id"": ""Y_C-Q4-FP"", ""score"": 0.56, ""name_en"": ""The Story Wanderer"", ""name_th"": ""ผู้ท่องไปในโลกแห่งเรื่องราว"", ""image_url"": ""https://drive.google.com/thumbnail?id=1ncslcS5X4R_d2e8dra5KgIElehOmSNUs&sz=w800""}, {""id"": ""Y_H-Q4-FP"", ""score"": 0.56, ""name_en"": ""The \nforest Witness"", ""name_th"": ""ผู้รับฟังแห่งพงไพร"", ""image_url"": ""https://drive.google.com/thumbnail?id=1oeHTJkOqkG8CH15uLq9ITD_aK0kOEsEc&sz=w800""}]","{""id"": ""Y_T-Q1-TP"", ""score"": 0.15, ""name_en"": ""The Balance Mediator"", ""name_th"": ""ผู้ประสานสมดุล"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jOK0vZsaFGILXMcmOR4rLaI69266wTTr&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-16 06:24:58.452042+00,,,
8ef10611-31f3-4402-8722-1cb76e149118,DEM-EDZZDZHFCFGGANONA,b716750c-9361-4cae-b9b6-1b9c673d8920,Y_W-Q2-FP,นักฝันผู้ตื่นรู้,The Awakened Dreamer,3.8,3.2,1.9,3.1,2.6,Q2,,1,1,W,"{""C"": 13.5, ""H"": 3, ""J"": 0, ""T"": 13.5, ""W"": 24.5, ""Tr"": 0}",FP,"{""F"": 1.8, ""J"": 0.9, ""P"": 1.1, ""T"": 0.9}",3,5,0,4,W,Vata (วาตะ - ลม),"[{""id"": ""Y_C-Q2-FP"", ""score"": 0.5, ""name_en"": ""The Heartstrong Fighter"", ""name_th"": ""นักสู้หัวใจแกร่ง"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Y2uBeQNrbd4mZP4VNQV7Nd-Yu2ectFPJ&sz=w800""}, {""id"": ""Y_H-Q2-FP"", ""score"": 0.5, ""name_en"": ""The Spirit Feeler"", ""name_th"": ""ผู้สัมผัสแห่งจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1XO1VQS2aGCnHXlT4-xEHS2p8CsmIFqPU&sz=w800""}, {""id"": ""Y_J-Q2-FP"", ""score"": 0.5, ""name_en"": ""The Equity Storyteller"", ""name_th"": ""นักเล่าเรื่องความเท่าเทียม"", ""image_url"": ""https://drive.google.com/thumbnail?id=13cgYLiTFqaYI0sqcfwofP67tqxU754BW&sz=w800""}]","{""id"": ""Y_Tr-Q3-TJ"", ""score"": 0.15, ""name_en"": ""The Spirit Connector"", ""name_th"": ""ผู้เชื่อมจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1yfhlddWLEnGYWmpDCLSdgXr_yxRIK4fV&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-16 19:48:24.796685+00,,,
962582f6-6663-4890-81f9-1097954b9a37,DEM-HABEZAFICFGGANONA,eefe11f1-9dd1-4e14-862b-eacfb3b5467d,Y_T-Q4-FJ,ผู้รักษาสันติ,The Group Peace Keeper,2.7,3.3,1.8,2.8,3,Q4,Q2,1,1,T,"{""C"": 7.5, ""H"": 9, ""J"": 7.5, ""T"": 11.5, ""W"": 7, ""Tr"": 4.5}",FJ,"{""F"": 0.6, ""J"": 1.7999999999999998, ""P"": 0.5, ""T"": 0}",0,6,2,4,W,Pitta (ปิตตะ - ไฟ),"[{""id"": ""Y_W-Q4-FJ"", ""score"": 0.51, ""name_en"": ""The Library Guardian"", ""name_th"": ""ผู้พิทักษ์ห้องสมุด"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Wh7e2FGgF4A-Xe6v-eMcc2cSjtGplNP0&sz=w800""}, {""id"": ""Y_C-Q4-FJ"", ""score"": 0.51, ""name_en"": ""The Gate Keeper"", ""name_th"": ""ผู้พิทักษ์ประตู"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Q6jTMBjLsAXr-aYnIQgl_UeUHtDPSCvc&sz=w800""}, {""id"": ""Y_H-Q4-FJ"", ""score"": 0.51, ""name_en"": ""The Community Anchor"", ""name_th"": ""ศูนย์กลางชุมชน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1GPCjIKNzK4SAz3QBGKvjK1zm7p0LrtC0&sz=w800""}]","{""id"": ""Y_T-Q1-TP"", ""score"": 0.15, ""name_en"": ""The Balance Mediator"", ""name_th"": ""ผู้ประสานสมดุล"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jOK0vZsaFGILXMcmOR4rLaI69266wTTr&sz=w800""}",,,90,สูง,"{""sd"": 1, ""inf"": 0, ""con_checks"": 0}",2026-04-17 03:52:39.323096+00,,,
9763e136-e170-4992-baee-c2395a66d471,DEM-BHFZFBEDDFGGANONA,2ceefac4-e113-4760-9ba9-1c8179d243ab,Y_T-Q2-TJ,ปราชญ์ผู้สงบ,The Still Sage,3.9,2.4,1.8,2.2,3.1,Q2,,1,1,T,"{""C"": 10, ""H"": 0, ""J"": 3.5, ""T"": 19.5, ""W"": 3.5, ""Tr"": 3.5}",TJ,"{""F"": 1.1, ""J"": 1.4, ""P"": 0.6, ""T"": 1.4}",5,4,0,3,F,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-TJ"", ""score"": 0.5, ""name_en"": ""The Deep Analyst"", ""name_th"": ""นักวิเคราะห์แห่งความลึกล้ำล้ำ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1elgim50F8r2GfGRningpg7GKSnSZGqtJ&sz=w800""}, {""id"": ""Y_C-Q2-TJ"", ""score"": 0.5, ""name_en"": ""The Truth Seeker"", ""name_th"": ""นักสืบแห่งความจริงแท้"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Y7YUyLj6rs4WtGAhb1St4scaABk55RXF&sz=w800""}, {""id"": ""Y_H-Q2-TJ"", ""score"": 0.5, ""name_en"": ""The Still Psychologist"", ""name_th"": ""นักจิตวิทยาผู้มั่นคง"", ""image_url"": ""https://drive.google.com/thumbnail?id=1h16AcKYjKKWGpQEsVK1wXsuFtz0n8paj&sz=w800""}]","{""id"": ""Y_Tr-Q3-FP"", ""score"": 0.15, ""name_en"": ""The Roaming Ritualist"", ""name_th"": ""นักประกอบพิธีกรรมพเนจร"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Q2PhefdgrCCt_Sv9P-QWjPZEJoKEiHxF&sz=w800""}",🌱,Hidden Creative,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-17 17:17:46.813947+00,88,💎 จักรพรรดิแห่งความมั่งคั่ง (The Emperor of Wealth),"ความมั่งคั่ง, อำนาจสมบูรณ์, ธุรกิจ, สร้างอาณาจักร, หลงอำนาจ, โลภ"
982ba55f-eefc-43f6-91ac-6c110c8ed13b,DEM-AFIHGBEBEFGGANONA,bd0ae44e-27bb-42fc-b3bd-9dd7d5f49705,Y_C-Q1-FP,นักผจญภัยแห่งหัวใจ,The Heartfelt Adventurer,3.4,3.4,3.1,3.6,2.3,Q1,Q2,1,0.33,C,"{""C"": 13.5, ""H"": 12.5, ""J"": 6.5, ""T"": 7.5, ""W"": 6.5, ""Tr"": 6.5}",FP,"{""F"": 2.2, ""J"": 0.4, ""P"": 1.6, ""T"": 0.5}",6,0,5,1,F,Kapha (กผะ - ดิน/น้ำ),"[{""id"": ""Y_W-Q1-FP"", ""score"": 0.48, ""name_en"": ""The Possibility Painter"", ""name_th"": ""จิตรกรแห่งความเป็นไปได้"", ""image_url"": ""https://drive.google.com/thumbnail?id=1RR5XVPxCijzyEuOcETtN4ForURO4H64G&sz=w800""}, {""id"": ""Y_H-Q1-FP"", ""score"": 0.48, ""name_en"": ""The World Embracer"", ""name_th"": ""ผู้โอบกอดโลก"", ""image_url"": ""https://drive.google.com/thumbnail?id=1y2eYcXhkR9JitN2OXmEE9uEuH7OZyXqA&sz=w800""}, {""id"": ""Y_J-Q1-FP"", ""score"": 0.48, ""name_en"": ""The Heartfelt Activist"", ""name_th"": ""นักเคลื่อนไหวแห่งหัวใจ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1KgYNkLaV1JGDnC6-TfB15qjH2AhhCg3E&sz=w800""}]","{""id"": ""Y_Tr-Q4-TJ"", ""score"": 0.15, ""name_en"": ""The Sacred Tradition Keeper"", ""name_th"": ""ผู้รักษาประเพณีศักดิ์สิทธิ์"", ""image_url"": ""https://drive.google.com/thumbnail?id=1pvCRT4jcOcX_8XlAYVk4XI-fpAymSjPE&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-18 15:29:25.458214+00,68,🏰 เจ้าแห่งอาณาจักร (The Empire Lord),"ความสำเร็จ, ธุรกิจ, การเงิน, ความรับผิดชอบ, อำนาจ, ความโลภ"
ad0dd177-a211-4c19-b898-b4849ef69382,DEM-EBHZAFZGBFGGANONA,111a5baf-3e59-46f1-bcdc-e220e2c36a9b,Y_T-Q2-TP,ผู้ฝึกตน,The Self Cultivator,3.3,3.3,2.7,3.7,3,Q2,Q1,1,1,T,"{""C"": 13.5, ""H"": 3, ""J"": 12.5, ""T"": 14, ""W"": 8, ""Tr"": 4.5}",TP,"{""F"": 1, ""J"": 0.9, ""P"": 1.3, ""T"": 1.8}",3,7,1,1,W,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-TP"", ""score"": 0.44, ""name_en"": ""The Idea Experimenter"", ""name_th"": ""นักทดลองไอเดีย"", ""image_url"": ""https://drive.google.com/thumbnail?id=1mlXpt7r24Axh_0bUbuSPRL6rl06W1sy-&sz=w800""}, {""id"": ""Y_C-Q2-TP"", ""score"": 0.44, ""name_en"": ""The Limit Tester"", ""name_th"": ""นักทดสอบขีดจำกัด"", ""image_url"": ""https://drive.google.com/thumbnail?id=1j-rZwH1yZphDy3DNToFHKHzB45_zJUKk&sz=w800""}, {""id"": ""Y_H-Q2-TP"", ""score"": 0.44, ""name_en"": ""The Soul Listener"", ""name_th"": ""ผู้รับฟังแห่งจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1BzELsMHq61zINm2wZvBK3yx4YnO3WNSo&sz=w800""}]","{""id"": ""Y_Tr-Q3-FJ"", ""score"": 0.15, ""name_en"": ""The Beauty Unifier"", ""name_th"": ""ผู้รวมใจด้วยศาสตร์แห่งศิลป์"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jwTW9nt2AqsWHptwjCRhlm0GGTOZhY3T&sz=w800""}",,,90,สูง,"{""sd"": 1, ""inf"": 0, ""con_checks"": 0}",2026-04-15 16:33:36.928066+00,,,
b0405a80-4cc2-4aec-bdc4-a14f6dc4b192,DEM-BEDIFZCBCFGGANONA,b7195132-0bb6-472a-a111-859f58d50a3c,Y_T-Q2-TP,ผู้ฝึกตน,The Self Cultivator,3.2,3.5,2.3,3.3,2.7,Q2,Q4,0.67,1,T,"{""C"": 12, ""H"": 6.5, ""J"": 0, ""T"": 16, ""W"": 11, ""Tr"": 3.5}",TP,"{""F"": 0, ""J"": 0.3, ""P"": 1.9, ""T"": 2.6}",5,3,0,4,F,Pitta (ปิตตะ - ไฟ),"[{""id"": ""Y_W-Q2-TP"", ""score"": 0.42, ""name_en"": ""The Idea Experimenter"", ""name_th"": ""นักทดลองไอเดีย"", ""image_url"": ""https://drive.google.com/thumbnail?id=1mlXpt7r24Axh_0bUbuSPRL6rl06W1sy-&sz=w800""}, {""id"": ""Y_C-Q2-TP"", ""score"": 0.42, ""name_en"": ""The Limit Tester"", ""name_th"": ""นักทดสอบขีดจำกัด"", ""image_url"": ""https://drive.google.com/thumbnail?id=1j-rZwH1yZphDy3DNToFHKHzB45_zJUKk&sz=w800""}, {""id"": ""Y_H-Q2-TP"", ""score"": 0.42, ""name_en"": ""The Soul Listener"", ""name_th"": ""ผู้รับฟังแห่งจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1BzELsMHq61zINm2wZvBK3yx4YnO3WNSo&sz=w800""}]","{""id"": ""Y_Tr-Q3-FJ"", ""score"": 0.15, ""name_en"": ""The Beauty Unifier"", ""name_th"": ""ผู้รวมใจด้วยศาสตร์แห่งศิลป์"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jwTW9nt2AqsWHptwjCRhlm0GGTOZhY3T&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-16 07:16:55.233691+00,,,
b287e156-2efd-4023-8100-b4f6d0d48110,DEM-CIZBCEGHGFGGANONA,30f3ee38-c999-460b-8055-7123e14d71e6,Y_T-Q4-TP,ผู้ฝึกตนผู้เคร่งครัด,The Disciplined Experimenter,2.9,3.3,2.6,3.5,3,Q4,Q2,0.33,1,T,"{""C"": 13.5, ""H"": 6, ""J"": 12.5, ""T"": 14, ""W"": 3.5, ""Tr"": 4.5}",TP,"{""F"": 1, ""J"": 0.9, ""P"": 1.3, ""T"": 1.8}",3,7,1,1,W,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q4-TP"", ""score"": 0.47, ""name_en"": ""The Knowledge Tester"", ""name_th"": ""นักทดลองผู้ทรงภูมิ"", ""image_url"": ""https://drive.google.com/thumbnail?id=15AYwHPseoJ3tEQeJvrlffn5u56hfEhQj&sz=w800""}, {""id"": ""Y_C-Q4-TP"", ""score"": 0.47, ""name_en"": ""The Wall Scout"", ""name_th"": ""นักสำรวจกำแพง"", ""image_url"": ""https://drive.google.com/thumbnail?id=1FMSet8Jxsh02c7E2SfGzWXNT3S13OctP&sz=w800""}, {""id"": ""Y_H-Q4-TP"", ""score"": 0.47, ""name_en"": ""The Empathic Helper"", ""name_th"": ""ผู้ช่วยเหลือผู้มีความเข้าใจ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1WU5jv5ntUvxzzSnw985rpOFS3GnYG0EF&sz=w800""}]","{""id"": ""Y_Tr-Q1-FJ"", ""score"": 0.15, ""name_en"": ""The Spirit Leader"", ""name_th"": ""ผู้นำทางจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1gv2jSkmQoWCudp8Bhi-kUOpMknsu8m2E&sz=w800""}",,,90,สูง,"{""sd"": 1, ""inf"": 0, ""con_checks"": 0}",2026-04-21 16:10:25.743846+00,83,📣 ผู้ทรงอิทธิพลทางความคิด (The Influencer),"สื่อสาร, สร้างสรรค์, อำนาจ, ธุรกิจ, ไม่จริงจัง, พูดมาก"
b9e1874f-d52d-495c-adda-02e060b3a649,DEM-FBHBGGBAZGGGANONA,adc86386-6f47-466d-9bf8-9f78ad371ddb,Y_T-Q2-FP,นักเดินทางผู้มีสติ,The Mindful Walker,4.3,3.2,2.7,3.5,2.3,Q2,Q1,1,1,T,"{""C"": 4.5, ""H"": 10, ""J"": 11, ""T"": 13, ""W"": 7.5, ""Tr"": 9}",FP,"{""F"": 1.8, ""J"": 0.9, ""P"": 1.1, ""T"": 1}",3,6,2,1,W,Vata (วาตะ - ลม),"[{""id"": ""Y_W-Q2-FP"", ""score"": 0.48, ""name_en"": ""The Awakened Dreamer"", ""name_th"": ""นักฝันผู้ตื่นรู้"", ""image_url"": ""https://drive.google.com/thumbnail?id=1IsqN4JRxiELXawLcUttl8CM7l-0r5en3&sz=w800""}, {""id"": ""Y_C-Q2-FP"", ""score"": 0.48, ""name_en"": ""The Heartstrong Fighter"", ""name_th"": ""นักสู้หัวใจแกร่ง"", ""image_url"": ""https://drive.google.com/thumbnail?id=1Y2uBeQNrbd4mZP4VNQV7Nd-Yu2ectFPJ&sz=w800""}, {""id"": ""Y_H-Q2-FP"", ""score"": 0.48, ""name_en"": ""The Spirit Feeler"", ""name_th"": ""ผู้สัมผัสแห่งจิตวิญญาณ"", ""image_url"": ""https://drive.google.com/thumbnail?id=1XO1VQS2aGCnHXlT4-xEHS2p8CsmIFqPU&sz=w800""}]","{""id"": ""Y_Tr-Q4-TJ"", ""score"": 0.15, ""name_en"": ""The Sacred Tradition Keeper"", ""name_th"": ""ผู้รักษาประเพณีศักดิ์สิทธิ์"", ""image_url"": ""https://drive.google.com/thumbnail?id=1pvCRT4jcOcX_8XlAYVk4XI-fpAymSjPE&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-24 06:49:39.108389+00,96,❤️ ผู้ดูแลผู้เสียสละ (The Sacrificial Caregiver),"ดูแล, เสียสละ, ความสัมพันธ์, เป็นที่พึ่ง, กังวล, แบกภาระ"
b9f00e07-a4aa-4b00-9ce8-b2a1888d3c02,DEM-ZICCZCIACFGGANONA,520e081a-0365-4fc9-8a6d-54e4d1e2cae3,Y_T-Q4-FP,ผู้ชมสวนแห่งสมดุล,The Still Gardener,2.2,3.5,2,2.9,2.8,Q4,,1,1,T,"{""C"": 9, ""H"": 6.5, ""J"": 9, ""T"": 13.5, ""W"": 7, ""Tr"": 3}",FP,"{""F"": 1.7000000000000002, ""J"": 0.3, ""P"": 1.6, ""T"": 0.9}",3,4,2,3,W,Pitta (ปิตตะ - ไฟ),"[{""id"": ""Y_W-Q4-FP"", ""score"": 0.56, ""name_en"": ""The Grounded Dreamer"", ""name_th"": ""ผู้ฝันบนรากฐาน"", ""image_url"": ""https://drive.google.com/thumbnail?id=1gLj8lTAtzS0HZ8mJmPce9KvlYVkGjVup&sz=w800""}, {""id"": ""Y_C-Q4-FP"", ""score"": 0.56, ""name_en"": ""The Story Wanderer"", ""name_th"": ""ผู้ท่องไปในโลกแห่งเรื่องราว"", ""image_url"": ""https://drive.google.com/thumbnail?id=1ncslcS5X4R_d2e8dra5KgIElehOmSNUs&sz=w800""}, {""id"": ""Y_H-Q4-FP"", ""score"": 0.56, ""name_en"": ""The \nforest Witness"", ""name_th"": ""ผู้รับฟังแห่งพงไพร"", ""image_url"": ""https://drive.google.com/thumbnail?id=1oeHTJkOqkG8CH15uLq9ITD_aK0kOEsEc&sz=w800""}]","{""id"": ""Y_T-Q1-TP"", ""score"": 0.15, ""name_en"": ""The Balance Mediator"", ""name_th"": ""ผู้ประสานสมดุล"", ""image_url"": ""https://drive.google.com/thumbnail?id=1jOK0vZsaFGILXMcmOR4rLaI69266wTTr&sz=w800""}",,,100,สูง,"{""sd"": 0, ""inf"": 0, ""con_checks"": 0}",2026-04-16 06:18:21.385411+00,,,
